run_id,git_commit,machine,gpu,seed,eligible_index,layer,sample_split,sample_batches,test_accessed,captured_tokens,observed_tokens,initial_nmse,final_nmse,nmse_delta,final_cosine_similarity,tokens_per_second,train_seconds,router_recipe,route_row_role,route_rows,route_result_rows,route_rows_output_count,route_rows_output_fraction,route_rows_contribute,route_entropy_mean,dead_leaves,leaf_tokens_p10,leaf_tokens_p50,leaf_tokens_p90,active_rows_per_token,stored_rows,effective_stored_rows,route_output_rows_per_token,route_output_rows_per_node,locoprop_status,locoprop_mse_before,locoprop_mse_after,locoprop_nonincreasing
distill_stage_f_shards_20260704_091746,f0053c0d904cb7c552f79e4d8c8fb534a3333aa1,foureyes,2,1337,45,blocks.11.forward_block.mixer.mixer.out_proj,val,2,False,32768,262144,1.007105827331543,0.6612691879272461,0.3458366394042969,0.49099597334861755,50362.34309347954,0.2541581509867683,vanilla_ste,split_routing_output,1,2,all,0.5,True,0.0,5,0.0,3.0,17.29999542236328,171.0,259,228,5,1,succeeded,0.09427859634160995,0.0751551017165184,True
distill_stage_f_shards_20260704_091746,f0053c0d904cb7c552f79e4d8c8fb534a3333aa1,foureyes,2,1337,46,blocks.11.reverse_block.mixer.mixer.in_proj,val,2,False,32768,262144,1.0192561149597168,0.19006256759166718,0.8291935473680496,0.9152501821517944,50408.7505746044,0.2539241670165211,vanilla_ste,split_routing_output,1,2,all,0.5,True,0.0,9,0.0,1.5,12.399995803833008,345.0,433,402,5,1,succeeded,0.0794522687792778,0.03288063406944275,True
distill_stage_f_shards_20260704_091746,f0053c0d904cb7c552f79e4d8c8fb534a3333aa1,foureyes,2,1337,47,blocks.11.reverse_block.mixer.mixer.out_proj,val,2,False,32768,262144,1.0100033283233643,0.676997721195221,0.3330056071281433,0.4974382519721985,50292.51501926395,0.2545110339997336,vanilla_ste,split_routing_output,1,2,all,0.5,True,0.0,3,1.0,4.0,15.0,171.0,259,228,5,1,succeeded,0.08037254214286804,0.06420411169528961,True
distill_stage_f_shards_20260704_091746,f0053c0d904cb7c552f79e4d8c8fb534a3333aa1,foureyes,2,1337,48,blocks.12.forward_block.mixer.mixer.in_proj,val,2,False,32768,262144,1.0176914930343628,0.19244928658008575,0.825242206454277,0.9162061214447021,49880.844215273355,0.25661153497640043,vanilla_ste,split_routing_output,1,2,all,0.5,True,0.0,16,0.0,0.5,11.899999618530273,345.0,433,402,5,1,succeeded,0.08146116882562637,0.03283819183707237,True
distill_stage_f_shards_20260704_091746,f0053c0d904cb7c552f79e4d8c8fb534a3333aa1,foureyes,3,1337,49,blocks.12.forward_block.mixer.mixer.out_proj,val,2,False,32768,262144,1.0041316747665405,0.5106356739997864,0.49349600076675415,0.5401422381401062,32381.115206189035,0.39529212994966656,vanilla_ste,split_routing_output,1,2,all,0.5,True,0.0,13,0.0,1.0,16.899999618530273,171.0,259,228,5,1,succeeded,0.14422082901000977,0.11040547490119934,True
distill_stage_f_shards_20260704_091746,f0053c0d904cb7c552f79e4d8c8fb534a3333aa1,foureyes,3,1337,50,blocks.12.reverse_block.mixer.mixer.in_proj,val,2,False,32768,262144,1.0168213844299316,0.1944233477115631,0.8223980367183685,0.9161362051963806,40518.107584088524,0.3159081399207935,vanilla_ste,split_routing_output,1,2,all,0.5,True,0.0,15,0.0,1.0,11.599996566772461,345.0,433,402,5,1,succeeded,0.08530879765748978,0.03431915119290352,True
distill_stage_f_shards_20260704_091746,f0053c0d904cb7c552f79e4d8c8fb534a3333aa1,foureyes,3,1337,51,blocks.12.reverse_block.mixer.mixer.out_proj,val,2,False,32768,262144,1.0057485103607178,0.5328450798988342,0.47290343046188354,0.526351273059845,42131.07856183514,0.3038137269904837,vanilla_ste,split_routing_output,1,2,all,0.5,True,0.0,10,0.0,1.0,33.499996185302734,171.0,259,228,5,1,succeeded,0.16126936674118042,0.12132991850376129,True
distill_stage_f_shards_20260704_091746,f0053c0d904cb7c552f79e4d8c8fb534a3333aa1,foureyes,3,1337,52,blocks.13.forward_block.mixer.mixer.in_proj,val,2,False,32768,262144,1.0181291103363037,0.18871644139289856,0.8294126689434052,0.918550431728363,41881.33811859148,0.3056253829272464,vanilla_ste,split_routing_output,1,2,all,0.5,True,0.0,16,0.0,0.5,9.899999618530273,345.0,433,402,5,1,succeeded,0.0930740013718605,0.03672626614570618,True
distill_stage_f_shards_20260704_091746,f0053c0d904cb7c552f79e4d8c8fb534a3333aa1,foureyes,3,1337,53,blocks.13.forward_block.mixer.mixer.out_proj,val,2,False,32768,262144,1.012660026550293,0.2994259297847748,0.7132340967655182,0.5993574857711792,44441.916659976465,0.2880163809750229,vanilla_ste,split_routing_output,1,2,all,0.5,True,0.0,17,0.0,0.0,15.099993705749512,171.0,259,228,5,1,succeeded,0.4505924582481384,0.295604407787323,True
distill_stage_f_shards_20260704_091746,f0053c0d904cb7c552f79e4d8c8fb534a3333aa1,foureyes,3,1337,54,blocks.13.reverse_block.mixer.mixer.in_proj,val,2,False,32768,262144,1.0209078788757324,0.18819387257099152,0.8327140063047409,0.9192121028900146,40493.332300898706,0.31610142393037677,vanilla_ste,split_routing_output,1,2,all,0.5,True,0.0,21,0.0,0.0,10.599996566772461,345.0,433,402,5,1,succeeded,0.09619994461536407,0.03771243616938591,True
