suite,family,case,seed,curve_status,epochs,curve_fields,metrics_path,source_csv,selected_val_accuracy,test_accuracy,test_loss,checkpoint_path,notes
T15 Missing Baseline,smaller_dense,smaller_dense_seed21002,21002,available,0;1;2,train_loss;val_loss;val_accuracy,outputs/scheduler_collected/smaller_dense_baseline_validation_20260704_a1e311f_wave0/ai/0/trials/trial_000001_smaller_dense_seed21002/metrics.jsonl,docs/t15_missing_baseline_validation_trials.csv,0.931400,,,outputs/scheduler_finetune_hpo/smaller_dense_baseline_validation_20260704_a1e311f_wave0/ai/0/trials/trial_000001_smaller_dense_seed21002/student_best.pt,indexed outputs metrics.jsonl
T15 Missing Baseline,smaller_dense,smaller_dense_seed21003,21003,available,0;1;2,train_loss;val_loss;val_accuracy,outputs/scheduler_collected/smaller_dense_baseline_validation_20260704_a1e311f_wave0/ai/1/trials/trial_000002_smaller_dense_seed21003/metrics.jsonl,docs/t15_missing_baseline_validation_trials.csv,0.934600,,,outputs/scheduler_finetune_hpo/smaller_dense_baseline_validation_20260704_a1e311f_wave0/ai/1/trials/trial_000002_smaller_dense_seed21003/student_best.pt,indexed outputs metrics.jsonl
T15 selected baselines,dense_copy,dense_copy_seed21001,21001,available,0;1;2,train_loss;val_loss;val_accuracy,outputs/scheduler_collected/dense_copy_baseline_validation_20260704_2f20bb1_wave0/ai/0/trials/trial_000000_dense_copy_seed21001/metrics.jsonl,docs/t15_baselines_final_test_trials.csv,0.930400,0.925800,0.366466,outputs/scheduler_finetune_hpo/dense_copy_baseline_validation_20260704_2f20bb1_wave0/ai/0/trials/trial_000000_dense_copy_seed21001/student_best.pt,indexed outputs metrics.jsonl
T15 selected baselines,dense_copy,dense_copy_seed21002,21002,available,0;1;2,train_loss;val_loss;val_accuracy,outputs/scheduler_collected/dense_copy_baseline_validation_20260704_2f20bb1_wave0/ai/1/trials/trial_000001_dense_copy_seed21002/metrics.jsonl,docs/t15_baselines_final_test_trials.csv,0.934000,0.931800,0.336215,outputs/scheduler_finetune_hpo/dense_copy_baseline_validation_20260704_2f20bb1_wave0/ai/1/trials/trial_000001_dense_copy_seed21002/student_best.pt,indexed outputs metrics.jsonl
T15 selected baselines,dense_copy,dense_copy_seed21003,21003,available,0;1;2,train_loss;val_loss;val_accuracy,outputs/scheduler_collected/dense_copy_baseline_validation_20260704_02e0197_wave1/ai/0/trials/trial_000002_dense_copy_seed21003/metrics.jsonl,docs/t15_baselines_final_test_trials.csv,0.930600,0.926000,0.355520,outputs/scheduler_finetune_hpo/dense_copy_baseline_validation_20260704_02e0197_wave1/ai/0/trials/trial_000002_dense_copy_seed21003/student_best.pt,indexed outputs metrics.jsonl
T15 selected baselines,low_rank,low_rank_seed21001,21001,available,0;1;2,train_loss;val_loss;val_accuracy,outputs/scheduler_collected/low_rank_baseline_validation_20260704_02e0197_wave0/ai/1/trials/trial_000000_low_rank_seed21001/metrics.jsonl,docs/t15_baselines_final_test_trials.csv,0.928800,0.921700,0.359908,outputs/scheduler_finetune_hpo/low_rank_baseline_validation_20260704_02e0197_wave0/ai/1/trials/trial_000000_low_rank_seed21001/student_best.pt,indexed outputs metrics.jsonl
T15 selected baselines,low_rank,low_rank_seed21002,21002,available,0;1;2,train_loss;val_loss;val_accuracy,outputs/scheduler_finetune_hpo/low_rank_baseline_validation_20260704_a1e311f_wave1/work/0/trials/trial_000001_low_rank_seed21002/metrics.jsonl,docs/t15_baselines_final_test_trials.csv,0.926000,0.922100,0.359238,outputs/scheduler_finetune_hpo/low_rank_baseline_validation_20260704_a1e311f_wave1/work/0/trials/trial_000001_low_rank_seed21002/student_best.pt,checkpoint-relative metrics.jsonl
T15 selected baselines,low_rank,low_rank_seed21003,21003,available,0;1;2,train_loss;val_loss;val_accuracy,outputs/scheduler_finetune_hpo/low_rank_baseline_validation_20260704_a1e311f_wave1/work/1/trials/trial_000002_low_rank_seed21003/metrics.jsonl,docs/t15_baselines_final_test_trials.csv,0.924400,0.919800,0.371919,outputs/scheduler_finetune_hpo/low_rank_baseline_validation_20260704_a1e311f_wave1/work/1/trials/trial_000002_low_rank_seed21003/student_best.pt,checkpoint-relative metrics.jsonl
T15 selected baselines,shared_only,shared_only_seed21001,21001,available,0;1;2,train_loss;val_loss;val_accuracy,outputs/scheduler_collected/shared_only_baseline_validation_20260704_a32f93f/foureyes/1/trials/trial_000000_shared_only_seed21001/metrics.jsonl,docs/t15_baselines_final_test_trials.csv,0.912600,0.906600,0.379957,outputs/scheduler_finetune_hpo/shared_only_baseline_validation_20260704_a32f93f/foureyes/1/trials/trial_000000_shared_only_seed21001/student_best.pt,indexed outputs metrics.jsonl
T15 selected baselines,shared_only,shared_only_seed21002,21002,available,0;1;2,train_loss;val_loss;val_accuracy,outputs/scheduler_collected/shared_only_baseline_validation_20260704_a32f93f/foureyes/2/trials/trial_000001_shared_only_seed21002/metrics.jsonl,docs/t15_baselines_final_test_trials.csv,0.906600,0.907500,0.381849,outputs/scheduler_finetune_hpo/shared_only_baseline_validation_20260704_a32f93f/foureyes/2/trials/trial_000001_shared_only_seed21002/student_best.pt,indexed outputs metrics.jsonl
T15 selected baselines,shared_only,shared_only_seed21003,21003,available,0;1;2,train_loss;val_loss;val_accuracy,outputs/scheduler_collected/shared_only_baseline_validation_20260704_a32f93f/foureyes/3/trials/trial_000002_shared_only_seed21003/metrics.jsonl,docs/t15_baselines_final_test_trials.csv,0.910800,0.904700,0.376933,outputs/scheduler_finetune_hpo/shared_only_baseline_validation_20260704_a32f93f/foureyes/3/trials/trial_000002_shared_only_seed21003/student_best.pt,indexed outputs metrics.jsonl
T15 selected baselines,smaller_dense,smaller_dense_seed21001,21001,available,0;1;2,train_loss;val_loss;val_accuracy,outputs/scheduler_collected/smaller_dense_baseline_validation_20260704_a1e311f_wave0/foureyes/0/trials/trial_000000_smaller_dense_seed21001/metrics.jsonl,docs/t15_baselines_final_test_trials.csv,0.929800,0.927500,0.349416,outputs/scheduler_finetune_hpo/smaller_dense_baseline_validation_20260704_a1e311f_wave0/foureyes/0/trials/trial_000000_smaller_dense_seed21001/student_best.pt,indexed outputs metrics.jsonl
T15 selected baselines,smaller_dense,smaller_dense_seed21002,21002,available,0;1;2,train_loss;val_loss;val_accuracy,outputs/scheduler_collected/smaller_dense_baseline_validation_20260704_a1e311f_wave0/ai/0/trials/trial_000001_smaller_dense_seed21002/metrics.jsonl,docs/t15_baselines_final_test_trials.csv,0.931400,0.927300,0.352004,outputs/scheduler_finetune_hpo/smaller_dense_baseline_validation_20260704_a1e311f_wave0/ai/0/trials/trial_000001_smaller_dense_seed21002/student_best.pt,indexed outputs metrics.jsonl
T15 selected baselines,smaller_dense,smaller_dense_seed21003,21003,available,0;1;2,train_loss;val_loss;val_accuracy,outputs/scheduler_collected/smaller_dense_baseline_validation_20260704_a1e311f_wave0/ai/1/trials/trial_000002_smaller_dense_seed21003/metrics.jsonl,docs/t15_baselines_final_test_trials.csv,0.934600,0.927700,0.356931,outputs/scheduler_finetune_hpo/smaller_dense_baseline_validation_20260704_a1e311f_wave0/ai/1/trials/trial_000002_smaller_dense_seed21003/student_best.pt,indexed outputs metrics.jsonl
